"Tue Jan 26 18:22:31 UTC 2021
"
Index,Time (mS),Used RAM (MB),Total RAM (MB),Number of Free RAM Blocks,Size of Free RAM Blocks (MB),Used SWAP (MB),Total SWAP (MB),Cached SWAP (MB),CPU Frequency (MHz),CPU 0 Load (%),CPU 1 Load (%),CPU 2 Load (%),CPU 3 Load (%),CPU 4 Load (%),CPU 5 Load (%),Used GR3D (%),GR3D Frequency (MHz),Used EMC (%),PLL Temperature (C),MCPU Temperature (C),PMIC Temperature (C),Tboard Temperature (C),GPU Temperature (C),BCPU Temperature (C),thermal Temperature (C),Tdiode Temperature (C),Current VDD_SYS_GPU Power Consumption (mW),Average VDD_SYS_GPU Power Consumption (mW),Current VDD_SYS_SOC Power Consumption (mW),Average VDD_SYS_SOC Power Consumption (mW),Current VDD_4V0_WIFI Power Consumption (mW),Average VDD_4V0_WIFI Power Consumption (mW),Current VDD_IN Power Consumption (mW),Average VDD_IN Power Consumption (mW),Current VDD_SYS_CPU Power Consumption (mW),Average VDD_SYS_CPU Power Consumption (mW),Current VDD_SYS_DDR Power Consumption (mW),Average VDD_SYS_DDR Power Consumption (mW)
0,0,896.0,7859.0,26.0,4.0,0.0,3929.0,0.0,2035.0,4,4,4,1,0,0,0.0,,0.0,34.5,34.5,100.0,29.0,31.0,34.5,32.8,30.5,153.0,153.0,383.0,383.0,0.0,0.0,1840.0,1840.0,306.0,306.0,269.0,269.0
1,1000,896.0,7859.0,26.0,4.0,0.0,3929.0,0.0,345.0,1,5,3,0,0,0,0.0,,0.0,34.0,34.0,100.0,29.0,30.5,34.0,32.8,30.25,153.0,153.0,306.0,344.0,0.0,0.0,1610.0,1725.0,230.0,268.0,173.0,221.0
2,2000,896.0,7859.0,26.0,4.0,0.0,3929.0,0.0,345.0,0,4,6,0,0,0,0.0,,0.0,34.0,34.0,100.0,29.0,31.0,34.0,32.8,30.25,153.0,153.0,306.0,331.0,0.0,0.0,1572.0,1674.0,230.0,255.0,134.0,192.0
3,3000,895.0,7859.0,26.0,4.0,0.0,3929.0,0.0,345.0,1,4,5,0,0,0,0.0,,0.0,34.0,34.0,100.0,29.0,31.0,34.0,33.1,30.25,153.0,153.0,306.0,325.0,0.0,0.0,1610.0,1658.0,230.0,249.0,173.0,187.0
4,4000,895.0,7859.0,26.0,4.0,0.0,3929.0,0.0,345.0,1,2,3,0,0,0,0.0,,0.0,34.0,34.0,100.0,29.0,31.0,34.0,33.1,30.5,153.0,153.0,306.0,321.0,0.0,0.0,1495.0,1625.0,230.0,245.0,115.0,172.0
5,5000,911.0,7859.0,26.0,4.0,0.0,3929.0,0.0,1420.0,4,46,12,7,6,6,0.0,,0.0,35.5,35.5,100.0,29.0,31.0,35.5,33.1,30.5,153.0,153.0,689.0,382.0,0.0,0.0,4061.0,2031.0,1149.0,395.0,942.0,301.0
6,6000,931.0,7859.0,26.0,4.0,0.0,3929.0,0.0,2035.0,12,63,25,12,4,11,0.0,,0.0,35.5,35.5,100.0,29.0,31.0,35.5,33.7,30.75,153.0,153.0,766.0,437.0,0.0,0.0,5056.0,2463.0,1761.0,590.0,1115.0,417.0
7,7000,955.0,7859.0,26.0,4.0,0.0,3929.0,0.0,345.0,31,21,64,19,5,16,0.0,,0.0,35.5,35.5,100.0,29.0,31.5,35.5,34.2,31.0,153.0,153.0,766.0,478.0,0.0,0.0,4673.0,2739.0,1455.0,698.0,1192.0,514.0
8,8000,962.0,7859.0,26.0,4.0,0.0,3929.0,0.0,345.0,2,55,39,0,0,0,0.0,,0.0,35.5,35.5,100.0,29.0,31.5,35.5,33.6,31.0,153.0,153.0,766.0,510.0,0.0,0.0,4634.0,2950.0,1455.0,782.0,1192.0,589.0
9,9000,1062.0,7859.0,8.0,4.0,0.0,3929.0,0.0,345.0,1,29,68,0,0,0,0.0,,0.0,35.5,35.5,100.0,29.0,31.5,35.5,33.9,31.25,153.0,153.0,766.0,536.0,0.0,0.0,4826.0,3137.0,1608.0,865.0,1230.0,653.0
10,10000,1065.0,7859.0,8.0,4.0,0.0,3929.0,0.0,345.0,1,1,99,0,0,0,0.0,,0.0,35.5,35.5,100.0,29.0,32.0,35.5,33.9,31.25,153.0,153.0,766.0,556.0,0.0,0.0,4673.0,3277.0,1532.0,926.0,1211.0,704.0
11,11000,1179.0,7859.0,7.0,4.0,0.0,3929.0,0.0,345.0,11,68,98,4,0,0,0.0,,0.0,36.0,36.0,100.0,29.0,32.0,36.0,34.4,31.5,153.0,153.0,842.0,580.0,0.0,0.0,6202.0,3521.0,2449.0,1052.0,1327.0,756.0
12,12000,1132.0,7859.0,7.0,4.0,0.0,3929.0,0.0,345.0,15,56,65,7,7,7,4.0,,0.0,36.0,36.0,100.0,29.0,32.0,36.0,34.4,31.5,153.0,153.0,842.0,600.0,0.0,0.0,5132.0,3644.0,1532.0,1089.0,1269.0,795.0
13,13000,1265.0,7859.0,5.0,4.0,0.0,3929.0,0.0,345.0,1,12,79,0,0,0,0.0,,0.0,36.0,36.0,100.0,29.0,32.0,36.0,34.4,31.5,153.0,153.0,766.0,612.0,0.0,0.0,4711.0,3721.0,1455.0,1115.0,1192.0,823.0
14,14000,1387.0,7859.0,5.0,4.0,0.0,3929.0,0.0,345.0,1,74,10,0,0,1,32.0,,0.0,35.5,35.5,100.0,29.0,32.0,35.5,34.1,31.5,153.0,153.0,766.0,622.0,0.0,0.0,4519.0,3774.0,1225.0,1123.0,1211.0,849.0
15,15000,1516.0,7859.0,5.0,4.0,0.0,3929.0,0.0,345.0,2,7,69,0,0,0,2.0,,0.0,35.5,35.5,100.0,29.0,32.0,35.5,34.1,31.5,153.0,153.0,766.0,631.0,0.0,0.0,4519.0,3820.0,1149.0,1124.0,1211.0,872.0
16,16000,1637.0,7859.0,5.0,4.0,0.0,3929.0,0.0,345.0,2,2,77,0,0,0,11.0,,0.0,35.5,35.5,100.0,29.0,32.0,35.5,34.1,31.5,153.0,153.0,766.0,639.0,0.0,0.0,4519.0,3861.0,1149.0,1126.0,1211.0,892.0
17,17000,1805.0,7859.0,5.0,4.0,0.0,3929.0,0.0,345.0,3,40,39,0,0,0,0.0,,0.0,36.0,36.0,100.0,29.0,32.0,36.0,34.4,31.5,153.0,153.0,766.0,646.0,0.0,0.0,4596.0,3902.0,1225.0,1131.0,1230.0,910.0
